Time,Temperature,Voltage,Vibration,Pressure,Failure
64,77.43757746718259,11.818779529298434,0.3265362349399628,31.971059381638465,0.0
65,79.06872008571247,11.440165052686929,0.2417241342388418,35.643186422678475,0.0
66,74.783969635259,11.352659262139547,0.056118284172357064,38.50986614329448,0.0
67,78.01059869367607,12.580413393689259,0.28657208378136956,35.036803261566874,0.0
68,76.0849080751429,11.766149399344055,0.442274813609994,35.450528234495096,0.0
69,73.06464073618463,12.173251940865358,0.39262154022415924,36.385445510233716,0.0
70,76.08418681652525,11.976539710560408,0.39653974845911705,32.4613390069066,0.0
71,79.61410969939791,12.23852041361156,0.4236130721806218,38.40502931625921,0.0
72,74.89252188267015,12.038410945530128,0.3088657590961437,35.4046575928456,0.0
73,79.69393096744201,11.358503887905716,0.3197315707405596,38.263713798178216,0.0
74,67.14076468773077,12.49813340972357,0.23823481045656497,33.53393400895202,0.0
75,77.46570751312566,11.753121708419343,0.268392714397295,38.63612384511565,0.0
76,75.26114120471452,11.221709050670125,0.36157711497711414,36.55031098806957,0.0
77,74.1029779486024,11.785942419517044,0.4203884437168816,36.10608017170472,0.0
78,75.27528232960651,12.750379895317156,0.28605537243190005,35.468048908706294,0.0
79,69.03729325619732,12.425110871056747,0.2549810735148588,34.5029427638511,0.0
80,74.34098433648747,11.82567393279607,0.3000527958856597,37.40106331694774,0.0
81,76.07133771453523,11.825371147840785,0.3601206748929115,35.280719739696096,0.0
82,98.43368213422455,8.83918247439131,1.4687565228683712,26.773941962094145,1.0
83,73.44518934517906,13.038373991780421,0.07038190468627617,32.76562707658599,0.0
84,72.57451919132043,12.190967726115776,0.24494631505084163,34.628308495614505,0.0
85,73.49472886924639,12.215020823595534,0.1779287574085841,35.61999796633111,0.0
86,77.74620635310622,12.515141727015921,0.2491859802352689,34.88682302220021,0.0
87,75.98625332897905,12.119394579513257,0.28522196811825284,37.437941579587324,0.0
88,73.41071938869888,11.870478927089648,0.25467515909769867,31.09779627192275,0.0
89,76.53980229934007,11.901825075457511,0.44524675344707454,35.28717587301032,0.0
90,75.29123264804412,11.964199370292969,0.332674476460232,31.36404154922569,0.0
91,77.90593497159867,11.98138888174508,0.3300474359610828,36.519424590968335,0.0
92,72.89384071836794,12.36381477181849,0.36222071440434017,34.811082571115996,0.0
93,74.01701356020669,12.02597294290365,0.18611668822192307,35.83921994404824,0.0
94,73.82367554060353,12.366320038607789,0.40391117874202687,33.27223407882047,0.0
95,70.60945515560364,11.959641709945709,0.292423571346454,37.558929863315505,0.0
96,75.88836083119372,12.039317595158046,0.36704806172412124,37.0834493281177,0.0
97,75.78316581653966,11.000899657733946,0.19281427669598444,36.167088606023775,0.0
98,75.01534036992739,12.458163837351242,0.14462412339839353,34.74096550627312,0.0
99,74.29623859987456,12.173244237948996,0.3817889658025029,36.15971457059027,0.0
100,70.75388777384876,12.499005054929826,0.33764095260975163,33.5862148640253,0.0
101,73.73806403170393,10.551872310903155,0.20979484456424896,36.711111318041425,0.0
102,73.9718564504197,13.044187352390363,0.21303369187253055,38.298961788647844,0.0
103,85.59316819233514,9.930205185922413,0.9292150290411101,30.987536575645386,1.0
104,74.51614286500197,12.554091408368759,0.18105881071326718,33.54079506038518,0.0
105,76.21215257044362,11.480047036437234,0.46426729532559635,35.7228346345462,0.0
106,80.65855770363159,12.306386952531286,0.2099379265352131,32.413716912482705,0.0
107,75.52373343849551,11.473292218413173,0.3638391925608383,36.14478062235135,0.0
108,75.7726511721683,11.688115519652097,0.2671381524251015,35.901206825725076,0.0
109,74.7766622527015,12.957015676933393,0.3603187431082343,31.26036732093567,0.0
110,69.24368635410288,11.904658799618327,0.24558859978858072,32.67643231217527,0.0
111,74.92045837365235,12.108716436589862,0.28372070939277055,34.43372220651246,0.0
112,94.18069062982308,10.435033865344376,1.4341105981583993,33.42088190167517,1.0
113,82.38972633745585,12.247840943986303,0.1997812544218527,32.58104612916239,0.0
114,74.42291710565664,12.075209452571789,0.37408243454201257,35.777957458704364,0.0
115,75.90464202700083,12.182480501233112,0.24867864335284146,35.50294721788102,0.0
116,74.89586469088427,13.201707792619137,0.2771400084659981,34.61146173604296,0.0
117,71.4939658871414,11.971190601483208,0.20056506253914874,33.488416999683274,0.0
118,78.42846844354506,12.100549523357484,0.04376663412046894,37.097414252833126,0.0
119,77.25579909806032,12.525327198003806,0.2808972237399831,38.31081422617659,0.0
120,77.37309584112914,12.552762966478992,0.5412615421612916,34.03287703230693,0.0
121,72.27183763561578,12.59351515278019,0.37846042878980235,33.77566616569036,0.0
122,79.20838293280829,12.319365111014593,0.2980739620265605,35.98241533082399,0.0
123,70.79444681162316,11.428497543634759,0.2737109170791732,34.283941240506024,0.0
124,76.76057128140081,12.816715766150548,0.3022465892812046,34.721205598673535,0.0
125,81.57136687742994,11.426827303490656,0.354711911517521,36.47930630344934,0.0
126,72.02839102460794,12.151317732619516,0.1819187184691155,31.181287824985414,0.0
127,73.30110681119169,11.622862074990321,0.4114321694668872,37.63660464970534,0.0
128,75.29895409526293,11.967930826703503,0.3715381315441244,35.145361048658685,0.0
129,73.4895730376514,12.16438120515174,0.3718185725707934,34.17701371087564,0.0
130,70.3480097068016,12.160678607725137,0.3438475738809727,34.821531691557105,0.0
131,75.20568892441808,12.210960377117642,0.301961665769399,34.924858710041036,0.0
132,71.81308885882169,12.806855634529324,0.367286123596682,31.53759739311015,0.0
133,76.42077729190555,12.22676715075699,0.3591814133741378,37.98987645490647,0.0
134,72.2417272972986,11.877921682354676,0.2645959289058976,35.082651264541234,0.0
135,79.64980321505261,12.48204358414418,0.2426398227103099,35.88600426089475,0.0
136,72.65024012299129,12.59473524446232,0.31018562952619866,36.90309954114809,0.0
137,74.03381545138298,11.386196092431504,0.4549020151495187,32.9576750848794,0.0
138,77.44055165210901,12.298700034924929,0.1760892924346099,35.94694379807046,0.0
139,71.30740705069813,12.35058637115545,0.15324747342475598,34.464717818202416,0.0
140,75.68237980381238,11.851218248320004,0.3164760841236517,36.69354155043299,0.0
141,78.92142826284729,12.68785340665581,0.3050887701856018,30.74554515929701,0.0
142,70.17755029631631,11.924972206483737,0.3173341664370408,34.80181139951746,0.0
143,75.55390157559691,12.062788226735771,0.32439531979085,33.79435868843208,0.0
144,75.77964838274526,11.913464087858065,0.2776797745365195,35.86452590126831,0.0
145,77.34546861533192,12.007789523790734,0.4489863438602082,35.940088374736405,0.0
146,71.28914786736576,11.4518624565524,0.13990960215234843,33.58474821035595,0.0
147,71.03863016074718,11.279974558702852,0.2171502975219754,33.57565227164791,0.0
148,76.5658246968507,12.797252531612486,0.28967452398509524,34.778669262885344,0.0
149,75.89095401969956,11.576519325840836,0.13568111888458326,33.20671554536958,0.0
150,75.75147855103764,11.504303825271846,0.28241455955679284,36.68396739090426,0.0
151,76.03934462849092,10.923304943198143,0.46614701657280183,34.26158559910511,0.0
152,72.95992583526453,11.680519126155248,0.3020886488295962,29.186023561356716,0.0
153,75.69676109148301,11.338455103296251,0.32307009057186836,34.25035588675639,0.0
154,75.87921741989604,12.821007580068185,0.17398352348274196,32.922912358312054,0.0
155,72.8569457459209,12.504908544671316,0.23836385919605224,31.73744836907811,0.0
156,80.59732353343426,11.655924827411138,0.26248036196760627,32.525146723554855,0.0
157,76.42149876273537,13.126217902672154,0.26822849032437657,35.21881694366594,0.0
158,71.42608950839205,12.490882743495797,0.4281643795003769,37.657281656496465,0.0
159,95.96966082590149,7.837584308245688,1.742364547574911,36.9434046959434,1.0
160,72.07595498931803,10.750297142563213,0.1888542043062968,33.78699322356852,0.0
161,77.36125381122736,13.14547128629537,0.3246504778432005,35.911808390341406,0.0
162,78.47578673702222,11.305213766618202,0.3498221748496785,34.08181937956201,0.0
163,72.53795304494487,11.177300626521554,0.41401490385212664,33.61079926167371,0.0
164,77.89012838773297,12.51128521600482,0.45805406865683734,32.69127466353403,0.0
165,76.23834278080949,13.219876203169637,0.1984905808172131,31.49634238649656,0.0
166,77.46618047998346,12.692136409255259,0.21891424887896616,34.220152586881106,0.0
167,80.69037894796185,12.281954560026179,0.17424221410853835,35.316106979840264,0.0
168,74.26383565199139,12.297377170832643,0.27659801408930185,34.80675265997022,0.0
169,72.73879150692753,12.426707779390155,0.34663583744463344,34.16806614410528,0.0
170,72.33145671112344,12.379464294893383,0.39873345165891017,33.10850787860644,0.0
171,72.55256914510369,12.140595711984687,0.29240489763574773,36.21649238336994,0.0
172,74.76869487175769,12.052100551975938,0.26801524767451557,32.36573616010683,0.0
173,76.02345592444993,11.96870343605024,0.31517579922487404,36.55205582768695,0.0
174,75.83007239799005,11.623017705566662,0.21648570983699766,32.99556596214655,0.0
175,77.48154974710808,11.859662461566613,0.5089538721694773,33.49512952529393,0.0
176,75.03900567563372,11.153521592902308,0.1392338972881941,32.066429618768645,0.0
177,79.36060223147194,11.950830186602625,0.31847405788957245,33.99719570622872,0.0
178,74.20602950028614,11.505704446424541,0.5023606219229639,36.95062491695596,0.0
179,83.16050749976885,11.448205341392114,0.30067998445599975,36.031256176887915,0.0
180,76.87700204329502,12.08994707557674,0.2809960964998505,36.95684422405607,0.0
181,72.42852733075115,12.6960011431723,0.26425545771895725,36.04428509186787,0.0
182,71.78732250581666,12.459158303001157,0.2819608318237592,32.792660342939264,0.0
183,76.44741724572955,11.214749698188411,0.437284847467653,34.33842155134489,0.0
184,74.32961164402245,11.50518593171483,0.0788138088670493,33.439601741765074,0.0
185,77.14200148227627,12.470385593994108,0.45334337012963255,37.66114980807808,0.0
186,76.41971287372064,11.508756303230845,0.15760428475498547,32.606422707147374,0.0
187,74.78151326202938,11.887683425001487,0.2733347670765585,36.78739537877822,0.0
188,72.45961884579478,12.275026049512276,0.2570755579701338,36.78590774021754,0.0
189,70.4554583259424,11.515827772568182,0.35885532697707195,38.65924040343217,0.0
190,73.66045514379894,12.05268775307298,0.14018756481162523,34.180626814741004,0.0
191,77.56919638297042,11.332987252540898,0.3462172666081943,36.42464431916032,0.0
192,75.64228123239062,11.699316178024393,0.5024309623286852,39.563303673077684,0.0
193,71.26278366386404,12.159890967071268,0.16368259954071893,33.764716646132605,0.0
194,75.51954277755354,11.203503133234165,0.31897061676103955,31.92991950493528,0.0
195,76.15595213918651,12.2202373689802,0.2338017822203391,31.239979932184472,0.0
196,72.3484276913966,11.99018110053666,0.34258872061930357,36.425424057722665,0.0
197,75.46117531783658,12.276244977208574,0.3019147777415752,31.23369958388283,0.0
198,75.174626155338,12.11195706703233,0.235851309095569,34.25536189412416,0.0
199,71.57108910650813,12.682070214986922,0.3487872284871074,35.87462637407792,0.0
200,76.07336208104485,12.062612251323953,0.4804348109786743,35.370351073659826,0.0
201,76.6823535791047,11.785297229437374,0.2809096208272701,35.850889728368344,0.0
202,78.24915372952583,12.061148751516141,0.3719757942148182,35.444579711601705,0.0
203,78.1614061561047,12.271649014518195,0.1706727042128836,37.55773162662679,0.0
204,70.86699189612872,12.024430035162853,0.2043563623181991,33.09536723852241,0.0
205,72.18652488025464,12.020295845601941,0.3472406277880377,33.64600972308294,0.0
206,76.54510580162598,11.649004156096622,0.4484116028535965,33.45468110945835,0.0
207,76.54135785273662,11.668549541224525,0.335561334878566,36.660383623725224,0.0
208,76.54514305891814,11.298697364100153,0.26869419694768454,36.80079717679013,0.0
209,86.55819447196416,12.87478837159347,0.2999291405423354,35.90245063863701,0.0
210,76.7126715320795,11.378068382304358,0.17495922660302823,37.36698733377985,0.0
211,78.40669692054179,11.653547401102045,0.36045153263553664,32.64391826524724,0.0
212,77.8620052904796,11.640796367215401,0.3882333062323409,38.33444822310227,0.0
213,76.95417375391739,12.44746218847222,0.25479096671669194,38.04647724342452,0.0
214,74.05419226607896,11.852525160853986,0.25299578522404986,36.471243994491495,0.0
215,77.2769076614798,12.623871036336867,0.32658782296520483,38.56359781754212,0.0
216,72.68152435638729,11.663254687878066,0.25632802639594043,31.686753584644453,0.0
217,74.28954417977997,12.139497081111902,0.29338673853741776,33.951103727474695,0.0
218,73.54390935651269,11.582326473370122,0.5099721789166516,33.5293930786361,0.0
219,75.24562241815897,13.072574563886693,0.2752974299254003,36.442958647514686,0.0
220,81.94397570002053,11.406200790485244,0.2641659847978778,32.89971852079571,0.0
221,69.39820442222475,12.154910355113513,0.23524581943648407,36.514990298674974,0.0
222,77.05878057112353,12.31688844046605,0.37441919714999367,37.741072287993426,0.0
223,70.16185238643105,12.20689954872575,0.2818775826781897,36.390405800168,0.0
224,73.5842044026317,11.907356170561146,0.23506269616785738,35.567502047323,0.0
225,78.2668517909021,11.935089650133287,0.43213040322730123,33.024253318198504,0.0
226,75.19284005728639,12.021905735989554,0.4419603004513637,33.30629806774927,0.0
227,71.76676566621208,11.926498999185755,0.23995764342612946,37.499237810593335,0.0
228,72.85408887222009,12.481939558397455,0.11334600486393837,36.55869800781066,0.0
229,77.03879324680403,13.105261500795676,0.40075136898369224,34.92196096124491,0.0
230,72.80890010484859,11.721254107496083,0.23153701742399957,34.16418090846822,0.0
231,75.64937576874593,11.315098510210461,0.37906255991627685,30.948384253777245,0.0
232,93.13671551971144,7.955858975824373,1.1090343106406528,33.519400964525346,1.0
233,73.04519895718255,13.289854668827159,0.3892597338299309,38.82283817427945,0.0
234,81.43183226797598,11.598162716015135,0.17888280707192186,32.43908885799507,0.0
235,76.90175706695403,12.819558402722034,0.3730764119066524,35.37895964244216,0.0
236,68.92457224002717,12.83885040703822,0.3014273067836434,37.014887946390395,0.0
237,75.55936294430828,11.723205879146002,0.2046060580603355,32.49015466399541,0.0
238,73.01464060569484,12.284491539592638,0.2592963687073219,35.36942094956217,0.0
239,77.55730000438867,12.814198311564269,0.3686318456956701,36.87583107502131,0.0
240,72.6224377847019,11.810436129506256,0.31058944531152344,35.0249986438145,0.0
241,74.6557906755993,11.89820981994882,0.35844129804724845,40.736806111333536,0.0
242,76.51496183694137,11.709159543025677,0.4976440584515486,31.66280148224361,0.0
243,88.59726558251036,7.492621634653567,1.0503495874009001,29.10037930532024,1.0
244,71.39911077883266,11.675361227466997,0.4617212574968624,34.65439652520707,0.0
245,73.99649629247716,11.388029866618872,0.31043559375232127,36.54384030967335,0.0
246,73.57516406651713,12.017041734129613,0.21012159516768716,35.88261430339849,0.0
247,73.04001230227887,11.615013384470679,0.166968637426101,33.53368760578001,0.0
248,80.29636272084329,12.116892955895374,0.28108796092229665,35.45799278491868,0.0
249,76.21494513288286,11.222052176898186,0.39216501119244596,31.284197097203425,0.0
250,71.21734813699487,12.165440116107229,0.28724508796224657,36.206495001142784,0.0
251,77.75358584116432,12.416764480804462,0.45111549302473475,35.59631693198105,0.0
252,94.3664685910379,9.003132178714273,0.8879013953916789,39.60546643118458,1.0
253,78.09739578165345,12.187028284923786,0.29879110521539454,37.1162366501743,0.0
254,70.44189010213796,12.613834496236645,0.17476065555868808,35.73523968041942,0.0
255,73.54729778140124,11.395179490654398,0.3363631882624968,35.29617883959655,0.0
256,78.80073344755986,12.836286193418852,0.38868873900973,33.23786332667741,0.0
257,72.87699160314367,12.209509504683023,0.2579238206318947,33.5755584727019,0.0
258,76.33145828443868,11.647494072120796,0.039578614337286544,37.37346924035466,0.0
259,77.32390216028801,11.972115461171146,0.3198948146796494,37.87267081141196,0.0
260,72.21920858526575,12.27916345626086,0.3436738551733509,34.52377912737589,0.0
261,74.82142393181459,12.038002695706206,0.34042947549616975,35.09200549450655,0.0
262,82.27619797979278,10.269377996223184,1.8833239406441846,34.04958013979902,1.0
263,71.92683707599713,11.539663203460316,0.1928946320350951,37.34551369053489,0.0
264,74.24229554582053,12.08468041201804,0.36802161054504495,36.33083364738356,0.0
265,71.25665045410545,11.29314275154751,0.4192507512477975,38.8824348729275,0.0
266,79.8972339117949,11.94438696932565,0.1221412415993483,33.24335384564052,0.0
267,70.7095758661181,11.548046179267605,0.3319651825918977,34.24398420196356,0.0
268,73.67986653990904,11.632235028705116,0.24958201689923284,35.462891845051146,0.0
269,75.39222173185827,12.61804658760522,0.2918477326898354,36.29297907545154,0.0
270,79.32381986719835,12.545655060297134,0.3347676483538336,34.568664724904735,0.0
271,70.69241354646168,12.304569060453588,0.2512771435886447,33.2540778190926,0.0
272,78.48949125646487,11.453843617663711,0.2324291920838388,36.76281505784714,0.0
273,75.03069918305876,11.8417957751526,0.30341524174880247,36.44227072509116,0.0
274,72.05547404685615,12.606548849989592,0.19127540611371974,33.16745179887255,0.0
275,76.38631042278982,12.070858456819952,0.19141748711148143,37.71088560221099,0.0
276,75.59717908672042,13.159664769990847,0.36793732829565035,37.34039741839321,0.0
277,73.19934936852361,12.196658919697185,0.18512059648413437,35.268592994495584,0.0
278,75.20940625497006,12.096024558245016,0.3666312500909212,35.159195724752074,0.0
279,73.84405920941472,11.84544176789875,0.3462591292853951,36.108115542231815,0.0
280,75.34055203575375,12.066770452391141,0.1274193271209403,33.276593859487484,0.0
281,76.98639202356314,11.923765081809728,0.23224353476643447,35.06006295832817,0.0
282,79.75805044843605,12.354054338344294,0.41941094030473725,30.69523291078164,0.0
283,71.28655350351946,12.478351158397292,0.20188344688603183,36.75291129100587,0.0
284,81.3991001239688,11.607005269746026,0.25355957376906124,31.87701355511628,0.0
285,69.1437366014325,11.334383523221112,0.34620608932518965,38.006839656858,0.0
286,74.54464471489325,11.081897313448351,0.37833905092825953,34.3397598120671,0.0
287,76.76495161945373,12.253995663456271,0.27484611139555043,34.576666036137645,0.0
288,75.8429756032051,11.448316696913063,0.24024898053083582,33.74453218783099,0.0
289,73.13190144053821,10.92355470352376,0.44223698616985074,34.42392225215585,0.0
290,74.37563324892817,12.194289302265481,0.4738899663797579,37.83706269029607,0.0
291,85.5209971960235,11.246499758716395,1.3532807103261204,28.151027306205197,1.0
292,73.23190572916737,11.996964544230053,0.3085318142565024,37.55393077217637,0.0
293,77.54880629106307,12.419245387225821,0.21917342783590735,35.676046962203415,0.0
294,76.07104645789514,12.040914679273783,0.21695555934434346,32.58595670428557,0.0
295,72.92127121421804,11.950555173404428,0.3522514105265757,32.849375213901524,0.0
296,77.69879962629975,12.459538241493885,0.3418398220888684,38.352786054416406,0.0
297,75.92189856262983,11.854862727905674,0.44015985929464296,33.10898624011454,0.0
298,77.43858635651688,12.133696157035951,0.36504500925361394,32.69329897880808,0.0
299,76.88888652577084,12.160848903098007,0.14969196982401817,37.27462908472946,0.0
300,72.51301496723379,11.665954773178475,0.40519476177229186,35.677105752571826,0.0
301,73.31945687940909,12.496021174768261,0.2001939372685587,33.124148846927206,0.0
302,77.24188081536978,11.912520121652296,0.2616028728047648,35.43324995080924,0.0
303,76.8311107963004,11.622127420253578,0.32502002062516944,32.948494632719445,0.0
304,74.93729521810755,12.268254921785202,0.4995667489783964,37.20164279684521,0.0
305,75.35198214992634,11.550766009104482,0.610991855600536,37.12274192974627,0.0
306,78.83299468736527,12.014090578684565,0.36067230591361826,36.064012397643886,0.0
307,73.2252858334925,11.995440501677898,0.2816803381279612,35.72332212249403,0.0
308,76.64129214351011,12.542947782915789,0.35345056484805504,38.52237624973475,0.0
309,74.39342204269832,12.237349116439976,0.3887655425873836,34.99937265477645,0.0
310,74.34695639031834,11.987486520627428,0.2679332374442808,32.6362517491584,0.0
311,78.29633055596157,12.408883149600143,0.4795211355912322,35.898947825664614,0.0
312,77.47624904696409,12.695103774508656,0.3230070759191402,39.17209409907423,0.0
313,77.44052890800191,12.27890515317593,0.3497743089091394,32.970481013628294,0.0
314,78.91643642146299,12.00517630992169,0.3665924252054461,34.27707446661203,0.0
315,75.06301152489827,11.34408188382492,0.34215866106144555,35.8328920762029,0.0
316,77.04585891388489,11.467443168462314,0.3838940500469612,34.89219030198852,0.0
317,74.06919973021964,11.847387647822666,0.23827468134530766,33.03539283924537,0.0
318,75.97249905746533,11.695243898920358,0.24416982460539693,37.24371571246094,0.0
319,74.60957083689695,11.906514348507278,0.18998457670283048,39.64008144403452,0.0
320,75.29098789497816,12.028324962448554,0.34395012306202266,35.39226291804781,0.0
321,76.78547107631074,12.264846377178365,0.3778936503512114,33.191863420528,0.0
322,72.54533795029958,11.964750610970455,0.3457772866151886,31.90207894989305,0.0
323,81.27716182705637,12.2432508219131,0.46744924333475374,35.515951962442365,0.0
324,71.98194785550089,12.03223720740506,0.29944039811709533,37.20775468663251,0.0
325,71.3574341616368,11.012266716823063,0.36687416555925123,35.95033549299076,0.0
326,78.4743326205002,11.530332303090622,0.19082991238606856,34.99519231816229,0.0
327,77.3749880818888,11.927956222139192,0.2612900297525599,33.821456696421386,0.0
328,76.87235945115647,11.395152628579446,0.3695537757565778,32.81567273456382,0.0
329,76.88503652779283,12.299964364998102,0.3849102110743144,36.66950265264976,0.0
330,93.96325968145926,9.76537541617185,1.502822511545804,46.51906117029343,1.0
331,72.3082368855425,12.609380925848658,0.29284007481419333,31.908540426618533,0.0
332,75.22741367458119,11.893278564534896,0.14821262533191903,38.17967795636137,0.0
333,72.96851486546366,12.745363068424975,0.26429707991933904,36.148142441788,0.0
334,77.92535920025325,12.074333728601056,0.3890383163519786,37.79918929029159,0.0
335,74.55882785549359,11.83145701444098,0.3575205016106566,32.31574450302977,0.0
336,72.52350840962247,11.69329866822953,0.350066572138121,32.26835168916912,0.0
337,93.03584247504102,9.848765156755936,1.6013680913378048,34.305731685703165,1.0
338,76.23879436282687,11.805911590729385,0.30070631586281765,36.005568853790386,0.0
339,73.30882634158807,12.085208111187743,0.23396788605265528,38.59272164585393,0.0
340,72.5333388133007,12.080286990524932,0.36988284202025346,36.41215782763026,0.0
341,75.73106163447574,12.001523010076708,0.342097294438939,34.514637446375936,0.0
342,75.73489971332617,12.218469084873174,0.34920188479927994,32.94726158466822,0.0
343,73.47917047388661,12.595323137393171,0.24739651573324195,37.4600011454383,0.0
344,73.58688508314503,12.474777067720662,0.08466570801287554,33.07058914849857,0.0
345,94.6961498120729,8.257551015775048,1.505130072795478,37.974649233336905,1.0
346,70.65574697550802,10.723039432549022,0.2521162543991596,34.43123070078698,0.0
347,70.77760867687033,12.467159955619637,0.21372242359568794,38.1811641452357,0.0
348,72.8446673362427,11.31656065079229,0.3693478911913994,36.35786258011856,0.0
349,74.35965854486446,11.887617299053659,0.260798736008087,34.72600902111508,0.0
350,75.93272269679402,11.414943486970321,0.4059936384046622,33.96120725634775,0.0
351,79.42606865084866,11.09900978120999,0.36170059495766976,34.31818424530784,0.0
352,77.57297886960606,12.270731364102394,0.36835693232004774,35.856633384750474,0.0
353,74.52018441010972,12.379577580151324,0.16340442887994655,35.154312992435436,0.0
354,74.94295137629193,11.71174479963664,0.42119439853864005,33.81237718386259,0.0
355,71.99241190608657,10.704478853927546,0.3261250531233856,34.66873717936473,0.0
356,74.94446059202284,11.726877775873758,0.2630722860753797,35.1571540594383,0.0
357,74.13402408323958,12.195902002701274,0.3143388467342251,30.742531811170377,0.0
